Timestamp,Source_IP,Dest_IP,Source_Port,Dest_Port,Protocol,Packet_Size,Connection_Duration,Packets_Sent,Bytes_Transferred,Flow_Rate,Device_Role,Function_Code,Attack_Type,Attack_Phase,Label
27-04-2026 9.36,42.19.33.162,10.0.1.25,36586,4840,OPC_UA,390,0.824,16,6240,7569.54,External,0,MitM,peak,Malicious
27-04-2026 9.37,42.19.33.162,10.0.1.19,3512,47808,BACnet,219,0.928,3,657,708.02,External,0,MitM,peak,Malicious
27-04-2026 9.37,42.19.33.162,10.0.1.22,36299,4840,OPC_UA,303,0.95,6,1818,1913.71,External,0,MitM,peak,Malicious
27-04-2026 9.37,42.19.33.162,10.0.1.15,50975,20000,DNP3,282,0.262,9,2538,9690.03,External,1,MitM,cooldown,Malicious
27-04-2026 9.37,42.19.33.162,10.0.1.21,46502,4840,OPC_UA,442,0.584,18,7956,13614.04,External,0,MitM,cooldown,Malicious
27-04-2026 9.37,42.19.33.162,10.0.1.17,51281,4840,OPC_UA,338,0.811,7,2366,2916.1,External,0,MitM,cooldown,Malicious
27-04-2026 9.37,42.19.33.162,10.0.1.14,45419,4840,OPC_UA,295,0.267,2,590,2212.15,External,0,MitM,cooldown,Malicious
27-04-2026 9.37,42.19.33.162,10.0.1.26,16731,4840,OPC_UA,243,0.26,19,4617,17731.62,External,0,MitM,cooldown,Malicious
27-04-2026 9.37,10.0.1.21,10.0.1.20,23169,502,Modbus_TCP,89,0.033,3,267,8096.15,Historian,3,Normal,none,Normal
27-04-2026 9.37,10.0.1.10,10.0.1.20,12868,4840,OPC_UA,131,0.226,6,786,3471.88,PLC,0,Normal,none,Normal
27-04-2026 9.37,10.0.1.11,10.0.1.26,56185,1883,MQTT,74,0.197,3,222,1126.36,HMI,0,Normal,none,Normal
27-04-2026 9.37,10.0.1.11,10.0.1.19,37646,4840,OPC_UA,104,0.033,8,832,25010.95,HMI,0,Normal,none,Normal
27-04-2026 9.37,78.113.245.73,10.0.1.15,34344,4840,OPC_UA,408,0.286,9,3672,12825.98,External,0,MitM,recon,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.10,61979,502,Modbus_TCP,446,0.864,16,7136,8256.89,External,15,MitM,recon,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.22,6743,502,Modbus_TCP,378,0.551,8,3024,5485.51,External,6,MitM,recon,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.11,41753,4840,OPC_UA,422,0.999,6,2532,2534.28,External,0,MitM,recon,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.23,37231,4840,OPC_UA,386,0.231,7,2702,11699.17,External,0,MitM,recon,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.18,52018,44818,EtherNet_IP,262,0.773,2,524,678.25,External,0,MitM,escalation,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.21,35793,502,Modbus_TCP,135,0.465,2,270,580.14,External,1,MitM,escalation,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.25,29995,502,Modbus_TCP,190,0.468,17,3230,6906.47,External,6,MitM,escalation,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.24,1518,4840,OPC_UA,496,0.576,20,9920,17227.42,External,0,MitM,escalation,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.26,4887,1883,MQTT,437,0.781,16,6992,8949.1,External,0,MitM,escalation,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.26,39258,502,Modbus_TCP,140,0.705,3,420,595.81,External,6,MitM,escalation,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.18,13911,44818,EtherNet_IP,482,0.467,12,5784,12390.07,External,0,MitM,escalation,Malicious
27-04-2026 9.38,78.113.245.73,10.0.1.11,64279,20000,DNP3,137,0.969,10,1370,1413.91,External,2,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.12,7491,4840,OPC_UA,355,0.553,10,3550,6415.92,External,0,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.13,40358,1883,MQTT,323,0.516,16,5168,10012.38,External,0,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.16,50010,4840,OPC_UA,190,0.155,19,3610,23243.4,External,0,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.14,2993,1883,MQTT,210,0.945,4,840,888.66,External,0,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.17,27091,4840,OPC_UA,236,0.117,5,1180,10117.3,External,0,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.25,21690,4840,OPC_UA,259,0.595,18,4662,7831.22,External,0,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.16,12637,4840,OPC_UA,310,0.489,10,3100,6344.39,External,0,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.12,31356,502,Modbus_TCP,250,0.325,18,4500,13849.55,External,2,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.23,9987,4840,OPC_UA,103,0.623,11,1133,1818.01,External,0,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.24,60508,4840,OPC_UA,493,0.155,17,8381,53927.85,External,0,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.23,53322,502,Modbus_TCP,428,0.341,5,2140,6267.34,External,16,MitM,peak,Malicious
27-04-2026 9.39,78.113.245.73,10.0.1.17,57119,4840,OPC_UA,209,0.375,6,1254,3345.5,External,0,MitM,peak,Malicious
27-04-2026 9.40,78.113.245.73,10.0.1.22,63019,1883,MQTT,125,0.346,8,1000,2891.56,External,0,MitM,peak,Malicious
27-04-2026 9.40,78.113.245.73,10.0.1.22,41510,4840,OPC_UA,133,0.733,8,1064,1450.69,External,0,MitM,cooldown,Malicious
27-04-2026 9.40,78.113.245.73,10.0.1.25,55569,4840,OPC_UA,253,0.443,3,759,1712.7,External,0,MitM,cooldown,Malicious
27-04-2026 9.40,78.113.245.73,10.0.1.20,11466,20000,DNP3,359,0.116,15,5385,46619.06,External,1,MitM,cooldown,Malicious
27-04-2026 9.40,78.113.245.73,10.0.1.15,44326,44818,EtherNet_IP,288,0.261,18,5184,19881.88,External,0,MitM,cooldown,Malicious
27-04-2026 9.40,78.113.245.73,10.0.1.10,49834,4840,OPC_UA,206,0.133,11,2266,16996.45,External,0,MitM,cooldown,Malicious
27-04-2026 9.40,78.113.245.73,10.0.1.23,61797,4840,OPC_UA,433,0.614,9,3897,6346.24,External,0,MitM,cooldown,Malicious
27-04-2026 9.40,10.0.1.13,10.0.1.12,5164,4840,OPC_UA,192,0.017,5,960,56446.78,RTU,0,Normal,none,Normal
27-04-2026 9.40,10.0.1.16,10.0.1.10,53337,4840,OPC_UA,375,0.226,5,1875,8304.32,PLC,0,Normal,none,Normal
27-04-2026 9.40,10.0.1.23,10.0.1.18,37543,4840,OPC_UA,112,0.143,6,672,4690.72,HMI,0,Normal,none,Normal
27-04-2026 9.40,10.0.1.19,10.0.1.10,64063,4840,OPC_UA,143,0.248,6,858,3465.2,RTU,0,Normal,none,Normal
27-04-2026 9.40,133.157.61.139,10.0.1.25,59962,20000,DNP3,189,0.236,2,378,1602.72,External,16,False_Data_Injection,recon,Malicious
27-04-2026 9.41,133.157.61.139,10.0.1.17,58038,502,Modbus_TCP,174,0.176,4,696,3956.01,External,16,False_Data_Injection,recon,Malicious
27-04-2026 9.41,133.157.61.139,10.0.1.19,38818,20000,DNP3,117,0.021,1,117,5616.45,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 9.41,133.157.61.139,10.0.1.16,40171,502,Modbus_TCP,172,0.286,3,516,1803.02,External,16,False_Data_Injection,escalation,Malicious
27-04-2026 9.41,133.157.61.139,10.0.1.16,64060,20000,DNP3,203,0.126,3,609,4818.2,External,16,False_Data_Injection,peak,Malicious
27-04-2026 9.41,133.157.61.139,10.0.1.23,27307,20000,DNP3,239,0.086,4,956,11166.05,External,6,False_Data_Injection,peak,Malicious
27-04-2026 9.41,133.157.61.139,10.0.1.20,48442,20000,DNP3,141,0.095,1,141,1478.55,External,16,False_Data_Injection,peak,Malicious
27-04-2026 9.41,133.157.61.139,10.0.1.15,15032,20000,DNP3,201,0.214,5,1005,4699.58,External,6,False_Data_Injection,peak,Malicious
27-04-2026 9.41,133.157.61.139,10.0.1.24,53131,20000,DNP3,254,0.188,4,1016,5403.74,External,6,False_Data_Injection,peak,Malicious
27-04-2026 9.41,133.157.61.139,10.0.1.26,20217,502,Modbus_TCP,101,0.178,1,101,566.15,External,6,False_Data_Injection,cooldown,Malicious
27-04-2026 9.41,133.157.61.139,10.0.1.13,11973,502,Modbus_TCP,161,0.281,1,161,573.23,External,16,False_Data_Injection,cooldown,Malicious
27-04-2026 9.41,10.0.1.22,10.0.1.12,10622,4840,OPC_UA,355,0.133,2,710,5337.33,PLC,0,Normal,none,Normal
27-04-2026 9.41,10.0.1.16,10.0.1.12,48662,4840,OPC_UA,365,0.348,4,1460,4193.59,PLC,0,Normal,none,Normal
27-04-2026 9.42,10.0.1.13,10.0.1.11,47773,4840,OPC_UA,317,0.376,8,2536,6750.31,RTU,0,Normal,none,Normal
27-04-2026 9.42,194.81.243.44,10.0.1.15,26751,502,Modbus_TCP,135,0.149,2,270,1815.24,External,6,False_Data_Injection,recon,Malicious
27-04-2026 9.42,194.81.243.44,10.0.1.11,51428,502,Modbus_TCP,167,0.287,1,167,582.11,External,16,False_Data_Injection,recon,Malicious
27-04-2026 9.42,194.81.243.44,10.0.1.21,54808,502,Modbus_TCP,214,0.025,1,214,8601.81,External,6,False_Data_Injection,recon,Malicious
27-04-2026 9.42,194.81.243.44,10.0.1.23,58160,502,Modbus_TCP,260,0.052,4,1040,19886.56,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 9.42,194.81.243.44,10.0.1.16,46260,20000,DNP3,269,0.167,2,538,3222.94,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 9.42,194.81.243.44,10.0.1.25,56288,502,Modbus_TCP,191,0.248,1,191,771.31,External,16,False_Data_Injection,escalation,Malicious
27-04-2026 9.42,194.81.243.44,10.0.1.21,25563,20000,DNP3,246,0.298,5,1230,4130.51,External,16,False_Data_Injection,escalation,Malicious
27-04-2026 9.42,194.81.243.44,10.0.1.15,8804,502,Modbus_TCP,293,0.29,2,586,2020.32,External,16,False_Data_Injection,peak,Malicious
27-04-2026 9.42,194.81.243.44,10.0.1.14,65480,502,Modbus_TCP,152,0.168,4,608,3617.78,External,6,False_Data_Injection,peak,Malicious
27-04-2026 9.42,194.81.243.44,10.0.1.23,36623,20000,DNP3,92,0.049,1,92,1864.54,External,6,False_Data_Injection,peak,Malicious
27-04-2026 9.42,194.81.243.44,10.0.1.26,38668,502,Modbus_TCP,228,0.136,5,1140,8390.8,External,6,False_Data_Injection,peak,Malicious
27-04-2026 9.43,194.81.243.44,10.0.1.10,19250,502,Modbus_TCP,201,0.075,4,804,10661.23,External,16,False_Data_Injection,peak,Malicious
27-04-2026 9.43,194.81.243.44,10.0.1.23,32075,502,Modbus_TCP,148,0.24,1,148,617.39,External,16,False_Data_Injection,peak,Malicious
27-04-2026 9.43,194.81.243.44,10.0.1.25,20006,20000,DNP3,225,0.156,2,450,2878.18,External,16,False_Data_Injection,peak,Malicious
27-04-2026 9.43,194.81.243.44,10.0.1.12,19298,20000,DNP3,206,0.201,5,1030,5117.11,External,16,False_Data_Injection,peak,Malicious
27-04-2026 9.43,194.81.243.44,10.0.1.10,28551,20000,DNP3,222,0.185,3,666,3592.72,External,16,False_Data_Injection,peak,Malicious
27-04-2026 9.43,194.81.243.44,10.0.1.23,4098,20000,DNP3,197,0.224,4,788,3524.44,External,6,False_Data_Injection,cooldown,Malicious
27-04-2026 9.43,194.81.243.44,10.0.1.26,29552,20000,DNP3,97,0.266,1,97,364.11,External,16,False_Data_Injection,cooldown,Malicious
27-04-2026 9.43,194.81.243.44,10.0.1.20,59114,20000,DNP3,81,0.246,4,324,1317.85,External,6,False_Data_Injection,cooldown,Malicious
27-04-2026 9.43,194.81.243.44,10.0.1.22,56601,20000,DNP3,230,0.293,3,690,2354.75,External,16,False_Data_Injection,cooldown,Malicious
27-04-2026 9.43,10.0.1.22,10.0.1.15,55219,4840,OPC_UA,266,0.358,1,266,742.37,PLC,0,Normal,none,Normal
27-04-2026 9.43,10.0.1.16,10.0.1.15,14687,502,Modbus_TCP,83,0.302,2,166,549.11,PLC,3,Normal,none,Normal
27-04-2026 9.43,10.0.1.23,10.0.1.17,23109,1883,MQTT,78,0.305,7,546,1791.55,HMI,0,Normal,none,Normal
27-04-2026 9.44,10.0.1.24,10.0.1.11,54808,4840,OPC_UA,142,0.481,7,994,2065.05,SCADA_Server,0,Normal,none,Normal
27-04-2026 9.44,10.0.1.26,10.0.1.14,30194,47808,BACnet,53,0.466,2,106,227.65,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 9.44,10.0.1.16,10.0.1.17,50674,44818,EtherNet_IP,96,0.125,6,576,4610.56,PLC,0,Normal,none,Normal
27-04-2026 9.44,10.0.1.25,10.0.1.17,58701,4840,OPC_UA,220,0.313,5,1100,3518.17,RTU,0,Normal,none,Normal
27-04-2026 9.44,82.155.250.166,10.0.1.21,18734,502,Modbus_TCP,940,1.177,91,85540,72659.35,External,2,DoS,recon,Malicious
27-04-2026 9.44,82.155.250.166,10.0.1.14,16651,502,Modbus_TCP,940,1.054,180,169200,160527.49,External,16,DoS,recon,Malicious
27-04-2026 9.44,82.155.250.166,10.0.1.15,63385,4840,OPC_UA,940,1.396,143,134420,96309.33,External,0,DoS,recon,Malicious
27-04-2026 9.44,82.155.250.166,10.0.1.19,30203,502,Modbus_TCP,940,1.394,129,121260,86960.78,External,16,DoS,recon,Malicious
27-04-2026 9.44,82.155.250.166,10.0.1.24,37889,502,Modbus_TCP,940,1.445,176,165440,114476.35,External,2,DoS,recon,Malicious
27-04-2026 9.44,82.155.250.166,10.0.1.16,46108,4840,OPC_UA,940,1.552,176,165440,106587.99,External,0,DoS,recon,Malicious
27-04-2026 9.44,82.155.250.166,10.0.1.23,11218,4840,OPC_UA,1220,0.241,184,224480,932805.67,External,0,DoS,escalation,Malicious
27-04-2026 9.44,82.155.250.166,10.0.1.21,50154,502,Modbus_TCP,1220,0.515,246,300120,582619.62,External,1,DoS,escalation,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.11,58809,4840,OPC_UA,1220,0.836,209,254980,305009.82,External,0,DoS,escalation,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.21,41278,4840,OPC_UA,1220,1.403,264,322080,229633.08,External,0,DoS,escalation,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.25,24929,4840,OPC_UA,1220,1.02,225,274500,269051.16,External,0,DoS,escalation,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.15,33111,502,Modbus_TCP,1220,0.435,199,242780,557610.27,External,3,DoS,escalation,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.14,18715,4840,OPC_UA,1220,0.716,204,248880,347651.08,External,0,DoS,escalation,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.19,51530,502,Modbus_TCP,1220,0.828,231,281820,340318.79,External,5,DoS,escalation,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.20,56543,4840,OPC_UA,1500,0.402,270,405000,1006442.46,External,0,DoS,peak,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.10,58431,4840,OPC_UA,1500,1.72,309,463500,269400.13,External,0,DoS,peak,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.10,52859,502,Modbus_TCP,1500,0.386,262,393000,1017692.53,External,16,DoS,peak,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.25,3118,502,Modbus_TCP,1500,1.437,277,415500,289129.29,External,2,DoS,peak,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.10,16391,4840,OPC_UA,1500,0.575,348,522000,908225.91,External,0,DoS,peak,Malicious
27-04-2026 9.45,82.155.250.166,10.0.1.14,55756,4840,OPC_UA,1500,1.617,319,478500,295892.8,External,0,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.17,59952,502,Modbus_TCP,1500,1.523,252,378000,248141.36,External,3,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.10,18988,502,Modbus_TCP,1500,1.27,274,411000,323559.91,External,6,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.26,28904,4840,OPC_UA,1500,1.882,264,396000,210365.14,External,0,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.12,34534,502,Modbus_TCP,1500,0.872,250,375000,429869.15,External,6,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.20,30180,502,Modbus_TCP,1500,0.793,281,421500,531639.29,External,1,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.22,47530,4840,OPC_UA,1500,0.986,337,505500,512434.27,External,0,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.10,5724,4840,OPC_UA,1500,1.481,268,402000,271431.12,External,0,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.24,18619,4840,OPC_UA,1500,1.522,258,387000,254209.13,External,0,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.23,64278,4840,OPC_UA,1500,1.845,314,471000,255347.53,External,0,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.18,6628,502,Modbus_TCP,1500,1.696,345,517500,305074.53,External,16,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.14,25066,4840,OPC_UA,1500,0.567,332,498000,878869.26,External,0,DoS,peak,Malicious
27-04-2026 9.46,82.155.250.166,10.0.1.15,20698,4840,OPC_UA,1500,1.494,327,490500,328420.12,External,0,DoS,peak,Malicious
27-04-2026 9.47,82.155.250.166,10.0.1.25,6970,502,Modbus_TCP,1080,1.594,166,179280,112446.97,External,6,DoS,cooldown,Malicious
27-04-2026 9.47,82.155.250.166,10.0.1.24,54129,4840,OPC_UA,1080,0.384,153,165240,430636.17,External,0,DoS,cooldown,Malicious
27-04-2026 9.47,82.155.250.166,10.0.1.24,59542,4840,OPC_UA,1080,0.511,217,234360,458216.89,External,0,DoS,cooldown,Malicious
27-04-2026 9.47,82.155.250.166,10.0.1.12,42348,502,Modbus_TCP,1080,1.983,144,155520,78420.28,External,4,DoS,cooldown,Malicious
27-04-2026 9.47,82.155.250.166,10.0.1.20,11506,4840,OPC_UA,1080,0.311,205,221400,711631.08,External,0,DoS,cooldown,Malicious
27-04-2026 9.47,82.155.250.166,10.0.1.17,54162,502,Modbus_TCP,1080,0.216,222,239760,1111641.81,External,6,DoS,cooldown,Malicious
27-04-2026 9.47,82.155.250.166,10.0.1.15,45663,502,Modbus_TCP,1080,0.667,230,248400,372210.16,External,1,DoS,cooldown,Malicious
27-04-2026 9.47,10.0.1.21,10.0.1.19,41003,4840,OPC_UA,183,0.193,4,732,3786.89,Historian,0,Normal,none,Normal
27-04-2026 9.47,10.0.1.17,10.0.1.13,29733,502,Modbus_TCP,90,0.457,3,270,590.58,HMI,1,Normal,none,Normal
27-04-2026 9.47,10.0.1.12,10.0.1.20,28169,4840,OPC_UA,159,0.246,1,159,645.72,SCADA_Server,0,Normal,none,Normal
27-04-2026 9.47,10.0.1.22,10.0.1.12,14121,502,Modbus_TCP,105,0.04,8,840,21144.88,PLC,4,Normal,none,Normal
27-04-2026 9.47,10.0.1.17,10.0.1.20,60042,20000,DNP3,85,0.457,6,510,1115.82,HMI,1,Normal,none,Normal
27-04-2026 9.48,25.107.47.185,10.0.1.25,55538,502,Modbus_TCP,940,0.234,179,168260,717850.6,External,5,DoS,recon,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.23,24129,502,Modbus_TCP,940,1.218,161,151340,124270.07,External,4,DoS,recon,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.20,15855,502,Modbus_TCP,940,1.911,107,100580,52635.36,External,3,DoS,recon,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.23,34838,4840,OPC_UA,940,1.589,135,126900,79859.81,External,0,DoS,recon,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.26,50093,4840,OPC_UA,940,0.788,98,92120,116890.86,External,0,DoS,recon,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.16,13493,4840,OPC_UA,940,1.493,164,154160,103259.97,External,0,DoS,recon,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.12,7033,4840,OPC_UA,940,0.533,123,115620,216969.72,External,0,DoS,recon,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.15,53978,502,Modbus_TCP,940,1.522,102,95880,62993.48,External,16,DoS,recon,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.22,32582,502,Modbus_TCP,1220,0.848,174,212280,250297.47,External,1,DoS,escalation,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.26,50193,502,Modbus_TCP,1220,1.487,260,317200,213280.15,External,15,DoS,escalation,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.13,63744,4840,OPC_UA,1220,0.811,173,211060,260286.07,External,0,DoS,escalation,Malicious
27-04-2026 9.48,25.107.47.185,10.0.1.21,26058,4840,OPC_UA,1220,0.317,176,214720,677285.72,External,0,DoS,escalation,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.25,12330,502,Modbus_TCP,1220,0.774,222,270840,349906.7,External,16,DoS,escalation,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.14,35981,4840,OPC_UA,1220,0.127,194,236680,1869937.7,External,0,DoS,escalation,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.25,40580,502,Modbus_TCP,1220,0.132,231,281820,2137300.14,External,4,DoS,escalation,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.13,58850,502,Modbus_TCP,1220,1.15,211,257420,223877.21,External,4,DoS,escalation,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.13,37362,4840,OPC_UA,1220,1.299,193,235460,181238.83,External,0,DoS,escalation,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.20,20098,502,Modbus_TCP,1500,0.968,306,459000,474076.31,External,3,DoS,peak,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.19,8427,502,Modbus_TCP,1500,0.169,257,385500,2286909.93,External,3,DoS,peak,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.17,52088,4840,OPC_UA,1500,0.362,300,450000,1241580.68,External,0,DoS,peak,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.25,14387,4840,OPC_UA,1500,0.945,340,510000,539801.73,External,0,DoS,peak,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.21,45172,502,Modbus_TCP,1500,1.372,270,405000,295154.52,External,6,DoS,peak,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.19,41432,4840,OPC_UA,1500,1.534,251,376500,245499.24,External,0,DoS,peak,Malicious
27-04-2026 9.49,25.107.47.185,10.0.1.16,26408,502,Modbus_TCP,1500,0.799,345,517500,647437.16,External,1,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.26,16758,4840,OPC_UA,1500,1.268,288,432000,340669.09,External,0,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.19,4731,502,Modbus_TCP,1500,1.152,266,399000,346304.82,External,16,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.23,53389,4840,OPC_UA,1500,0.291,326,489000,1677563.23,External,0,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.25,18872,502,Modbus_TCP,1500,1.079,263,394500,365550.53,External,1,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.21,9033,4840,OPC_UA,1500,1.653,301,451500,273137.35,External,0,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.13,22416,502,Modbus_TCP,1500,0.883,331,496500,562357.54,External,4,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.10,18853,502,Modbus_TCP,1500,0.521,314,471000,904885.45,External,6,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.19,54692,4840,OPC_UA,1500,0.415,339,508500,1225593.81,External,0,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.23,21510,4840,OPC_UA,1500,1.957,253,379500,193871.21,External,0,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.26,14143,502,Modbus_TCP,1500,0.651,283,424500,652159.89,External,6,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.25,21137,502,Modbus_TCP,1500,1.561,250,375000,240251.36,External,16,DoS,peak,Malicious
27-04-2026 9.50,25.107.47.185,10.0.1.14,55936,4840,OPC_UA,1500,1.697,315,472500,278452.3,External,0,DoS,peak,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.20,17803,4840,OPC_UA,1500,1.226,267,400500,326770.21,External,0,DoS,peak,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.24,41338,4840,OPC_UA,1500,1.579,343,514500,325913.38,External,0,DoS,peak,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.17,4401,502,Modbus_TCP,1080,1.454,160,172800,118875.8,External,5,DoS,cooldown,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.17,16244,4840,OPC_UA,1080,0.322,200,216000,669917.75,External,0,DoS,cooldown,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.13,59197,4840,OPC_UA,1080,1.067,182,196560,184145.22,External,0,DoS,cooldown,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.19,42160,502,Modbus_TCP,1080,0.223,173,186840,835975.57,External,3,DoS,cooldown,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.15,45488,4840,OPC_UA,1080,0.874,143,154440,176643.19,External,0,DoS,cooldown,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.12,20355,502,Modbus_TCP,1080,1.729,208,224640,129934.74,External,2,DoS,cooldown,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.16,15525,4840,OPC_UA,1080,1.373,214,231120,168359.02,External,0,DoS,cooldown,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.16,12454,502,Modbus_TCP,1080,1.459,145,156600,107335.59,External,1,DoS,cooldown,Malicious
27-04-2026 9.51,25.107.47.185,10.0.1.26,60117,502,Modbus_TCP,1080,1.572,184,198720,126402.46,External,2,DoS,cooldown,Malicious
27-04-2026 9.51,10.0.1.14,10.0.1.10,10053,44818,EtherNet_IP,287,0.49,2,574,1171.19,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 9.52,10.0.1.13,10.0.1.26,63079,4840,OPC_UA,271,0.253,1,271,1072.92,RTU,0,Normal,none,Normal
27-04-2026 9.52,10.0.1.11,10.0.1.16,61068,502,Modbus_TCP,93,0.428,3,279,651.41,HMI,2,Normal,none,Normal
27-04-2026 9.52,10.0.1.12,10.0.1.10,37893,1883,MQTT,77,0.311,1,77,247.95,SCADA_Server,0,Normal,none,Normal
27-04-2026 9.52,215.178.229.70,10.0.1.11,58301,502,Modbus_TCP,940,0.967,93,87420,90435.2,External,3,DoS,recon,Malicious
27-04-2026 9.52,215.178.229.70,10.0.1.23,2640,502,Modbus_TCP,940,1.964,150,141000,71782.08,External,4,DoS,recon,Malicious
27-04-2026 9.52,215.178.229.70,10.0.1.17,24196,4840,OPC_UA,940,0.866,169,158860,183431.87,External,0,DoS,recon,Malicious
27-04-2026 9.52,215.178.229.70,10.0.1.17,57913,4840,OPC_UA,940,1.191,118,110920,93143.34,External,0,DoS,recon,Malicious
